,Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,target
43526,52.0,22313.78,1936.4816666666663,1,3,1,0.0,0,10.0,10.16,6.0,904.47,29.52723607340628,24.083,0.0,118.455,335.193,0
18918,21.0,9584.875,3093.745000000001,5,5,12,6.0,12,20.0,12.65,6.0,1414.03,35.29847133344039,14.583,24.708538812370893,31.473,298.192,1
20752,35.0,8949.35,3093.745000000001,3,9,15,6.0,18,20.0,15.96,10.0,2556.01,34.13162964272723,7.833,41.359270191369575,58.221,244.998,0
52945,25.0,68984.84,3093.745000000001,8,7,9,3.0,3,10.0,8.28,8.0,1112.47,28.99183928729137,8.75,166.33459833245556,186.917,477.422,1
51016,52.0,19602.22,3093.745000000001,7,4,6,2.0,9,6.0,10.7,1.0,962.35,31.339596424588965,18.25,23.746184300006533,69.422,341.683,1
69780,33.0,16009.6,1532.1333333333334,10,9,16,5.0,19,20.0,7.12,10.0,4888.39,30.07297186264557,7.417,46.41599322697866,133.733,263.064,0
25502,28.0,53460.93,4528.0775,8,10,27,6.0,15,14.0,8.31,7.0,1364.03,22.61268822311977,15.917,251.8964338319793,408.167,62.744,0
31143,21.0,70981.16,3093.745000000001,8,9,25,7.0,42,21.0,1.91,8.0,4529.63,28.42885792665752,2.0,213.52038758134407,112.736,504.654,0
56194,43.0,14031.25,1107.2708333333333,8,10,28,7.0,51,17.0,29.07,6.0,3806.35,27.858202783838788,2.25,79.52467981516034,20.105,251.098,1
27612,54.0,31923.73,2506.310833333333,7,6,15,0.0,11,8.0,15.37,0.0,57.46,37.63675180648497,29.25,0.0,25.279,465.352,2
10105,27.0,53894.12,4583.176666666667,8,4,11,1.0,24,20.0,8.71,2.0,557.04,35.368970005139495,18.25,23.93700874604136,177.153,507.228,2
1105,38.0,34212.01,2847.000833333333,6,5,10,3.0,18,9.0,8.12,1.0,512.38,28.442962508977608,18.25,66.6764133130149,380.923,127.1,1
64464,18.0,68917.94,5498.161666666668,5,2,11,0.0,0,10.0,2.19,4.0,1263.18,39.34478122162172,18.25,0.0,217.411,582.405,2
47576,45.0,8816.71,820.7258333333333,10,5,22,7.0,24,16.0,7.66,9.0,1709.48,31.55380067141137,14.583,32.186039615113145,100.646,239.241,0
66101,40.0,16827.15,1608.2625,7,10,23,9.0,26,21.0,21.99,15.0,2761.57,25.34036261333292,5.667,124.4945459410904,60.009,246.323,1
25346,36.0,20426.38,1653.1983333333335,1,7,11,4.0,0,1.0,3.45,1.0,622.66,39.34328425451001,31.917,44.63949381844689,41.562,319.118,1
30045,30.0,19129.65,3093.745000000001,7,6,31,7.0,51,15.0,17.36,7.0,3237.75,27.614929130872625,8.75,60.1533366599019,175.558,207.102,0
59261,39.0,116184.44,9454.036666666669,5,7,5,1.0,19,0.0,11.88,2.0,804.9,39.91873550614199,15.583,91.25049223243408,648.79,465.364,1
47694,28.0,29453.84,2227.4866666666667,7,5,12,5.0,7,14.0,19.45,10.0,249.36,30.597138072460343,15.167,86.08630790375713,212.644,204.019,0
1224,51.0,43581.13,3566.7608333333333,4,3,4595,3.0,14,2.0,8.56,2.0,900.83,37.275911605390895,23.083,103.03307766103524,120.204,413.439,2
69002,45.0,31968.28,2620.023333333333,7,10,23,5.0,21,18.0,3.87,10.0,3899.38,24.127068927198334,10.833,83.82911108719749,72.16,356.013,0
47205,43.0,33029.66,2766.471666666667,8,10,18,4.0,43,15.0,18.66,11.0,2000.96,34.88203451079101,18.25,76.87655994683209,135.926,417.554,0
2159,25.0,33447.42,2859.285,8,5,13,3.0,4,9.0,18.88,7.0,1571.52,32.911527019719856,12.917,60.51356730337264,57.219,408.196,0
21850,46.0,28022.9,2098.241666666667,5,7,5,1.0,5,13.0,10.79,9.0,385.54,30.659417526565,20.25,11.744671475938633,136.332,321.748,1
26850,28.0,120091.92,10239.66,0,2,5,1.0,15,8.0,0.55,5.0,1132.46,31.268866654867622,23.5,84.40523006789745,211.462,968.099,2
43418,40.0,78595.6,6642.633333333334,9,7,17,6.0,30,17.0,8.4,9.0,1421.43,33.604430762323034,11.833,366.9658732692656,369.019,208.279,0
47741,35.0,20295.67,1474.8598998948437,10,6,17,-100.0,55,14.0,2.44,12.0,2103.83,38.908502753756025,20.333,131.54709508740996,182.299,121.93,0
45403,32.0,57150.74,4863.5616666666665,4,4,18,1.0,13,17.0,15.69,2423.0,438.69,25.64704298626524,6.417,24.21929847160414,121.935,610.202,0
43127,25.0,36412.86,3054.405,7,4,7,3.0,20,19.0,4.06,0.0,1485.18,39.59519092507114,26.333,71.17851038802098,60.132,424.13,1
62279,36.0,15382.875,1522.90625,1,7,3,3.0,8,10.0,3.98,8.0,893.47,32.49765851192882,20.417,23.907554228790627,75.077,323.306,1
43232,55.0,35012.78,3093.745000000001,8,4,9,2.0,26,14.0,10.06,129.0,279.53,28.94169474695504,31.167,41.40806011579426,255.72,289.345,1
49689,18.0,17560.74,1244.3950000000002,10,6,15,3.0,30,18.0,8.71,7.0,2307.3,32.94059977919196,9.75,35.13564075311549,31.101,318.202,0
65670,18.0,33890.2,3093.745000000001,8,4,12,2.0,5,18.0,11.12,7.0,1289.03,27.402657159047017,27.917,394.9849696990743,258.58,245.15,2
43736,52.0,43249.78,3093.745000000001,5,5,5,3.0,5,3.0,11.43,0.0,1475.99,34.36257245220091,31.833,97.25829537419808,108.372,398.185,0
42292,34.0,12226464.0,839.8645833333335,8,8,24,6.0,54,14.0,28.16,9.0,3886.6,38.05369129359954,8.0,24.83994813519436,50.457,278.69,2
5542,48.0,144468.72,3093.745000000001,3,3,7,3.0,1,13.0,3.01,7.0,539.74,34.42588325088652,21.333,65635.0,617.299,600.108,1
54649,35.0,8940.905,990.0754166666668,7,9,18,6.0,34,25.0,16.84,6.0,2558.29,37.30081011595372,4.167,35.57913689335557,14.046,289.383,0
56667,23.0,23767.59,3093.745000000001,8,7,7,4.0,26,17.0,9.15,7.0,140.57,22.91493235591384,19.667,46.79928931592643,10000.0,353.504,1
51915,31.0,62859.18,5414.265,9,9,29,7.0,43,14.0,4.64,12.0,1634.56,32.5303376718537,19.0,242.3135314264052,79.013,470.1,0
6050,36.0,40514.84,3511.236666666666,2,5,3,3.0,5,8.0,2.64,5.0,151.33,36.8911354459424,17.833,55.84685586012858,346.677,228.6,1
18766,31.0,99912.57,3093.745000000001,1,5,5,1.0,15,4.0,1.13,1.0,148.57,38.38343399709617,22.667,64.37027167878978,171.9,865.235,0
31970,52.0,63383.1,5443.925,6,3,8,3.0,26,19.0,7.54,1.0,549.06,35.865775671629926,30.75,151.43424890220038,44.019,588.939,1
6184,26.0,146351.36,12267.946666666665,6,7,20,4.0,27,15.0,1.56,5.0,501.57,27.633324849691448,18.75,262.71035130797515,273.054,931.031,1
68094,21.0,34975.73,3093.745000000001,5,7,17,7.0,13,20.0,8.59,6.0,51.5,24.369584626329203,8.417,155.00251099581254,312.104,100.858,1
52938,38.0,11954.335,932.1945833333332,5,6,18,1.0,24,12.0,0.7,5.0,74.04,29.03322143658258,16.917,7.9258761282951795,15.331,309.963,1
47106,44.0,14266.53,1071.8775,3,4,11,1.0,17,12.0,2.71,0.0,1238.04,33.91116336826046,21.417,6.047543103511933,66.192,294.949,1
18558,36.0,15270.77,1219.5641666666668,10,9,31,6.0,45,24.0,4.46,8.0,2576.05,36.19461196797671,6.167,52.50174180382592,110.232,249.222,1
12325,47.0,85953.88,7140.823333333334,3,3,16,4.0,23,18.0,16.55,9.0,649.07,25.11948913299409,28.833,219.24917445632212,269.1,475.733,1
10157,51.0,148841.56,12696.463333333331,1,6,7,3.0,10,8.0,10.47,6.0,1095.81,30.92043864993459,16.667,186.3577743424996,389.498,943.79,1
36916,20.0,35699.53,2864.960833333333,6,5,13,0.0,29,13.0,7.23,5.0,397.35,25.967022946842327,30.667,0.0,373.999,202.497,1
56292,42.0,19205.485,1828.4570833333328,5,5,1,4.0,1,10.0,4.01,3.0,372.06,39.74555353642148,20.0,39.41708646373287,19.311,364.118,2
17310,51.0,42112.56,3093.745000000001,5,6,3070,4.0,1,5.0,3.34,4.0,1052.71,40.478777974800025,16.75,132.19354223673596,99.59,369.354,1
21481,26.0,28749.39,2181.7825,7,3,10,4.0,20,18.0,4.96,6.0,1084.73,22.97504457456561,18.25,93.13682411794092,159.087,245.954,2
20333,21.0,97414.8,8134.899999999999,8,3,12,2.0,12,12.0,10.2,3.0,496.4,40.77559633137045,19.583,84.63705086891575,394.077,614.776,1
14776,33.0,40591.74,3156.645,5,5,16,4.0,22,13.0,12.36,4.0,278.43,24.874004379328493,18.833,93.03689328963988,237.074,255.553,1
62984,53.0,66882.74,3093.745000000001,4,3,3,3.0,12,5.0,5.69,4.0,1472.91,25.91459577640121,17.25,108.4322620475159,131.63,565.594,2
32695,19.0,14974.765,1240.8970833333333,4,5,6,4.0,18,13.0,7.53,4.0,1292.04,24.61135991780696,25.167,32.17664705501465,59.837,322.076,1
54345,35.0,63978.72,3093.745000000001,7,7,17,4.0,17,7.0,11.49,7.0,947.31,29.0847002485816,31.167,182.4412170246094,80.076,484.039,1
61896,35.0,61181.88,5192.49,7,6,18,-100.0,30,25.0,3.53,8.0,2245.8,40.97158592712889,14.667,241.5704574187992,95.074,442.604,1
16746,33.0,19801.67,1852.1391666666664,6,7,31,7.0,39,23.0,4.73,8.0,1515.99,27.75671549567704,14.083,115.3680516169172,175.871,183.975,0
70121,43.0,40881.38,3323.7816666666663,8,10,33,5.0,20,16.0,13.24,8.0,1693.51,36.9255215421041,18.25,94.83307931468995,10000.0,395.409,1
26347,44.0,50043.26,3093.745000000001,5,5,9,5.0,18,14.0,9.39,13.0,1208.82,29.69922744457017,7.583,142.2408760734134,347.313,201.873,1
10950,20.0,20785.005,1659.8483594668585,4,5,4,0.0,6,14.0,0.96,4.0,125.84,32.68951344572723,18.083,177.2353905331417,232.937,240.772,2
56524,25.0,19669.56,1880.13,8,8,30,5.0,24,25.0,17.01,2333.0,4312.41,40.04942469169973,6.917,69.02096028476379,135.926,270.649,1
47402,20.0,94465.32,8043.1100000000015,3,7,7,4.0,19,17.0,6.57,2.0,566.77,32.815549987519866,30.333,181.03409878469108,500.299,402.978,1
41267,39.0,16154.255,3093.745000000001,6,3,7,3.0,9,16.0,4.11,0.0,1232.63,26.11820789387953,17.417,24.02784248727432,40.328,356.263,1
38768,48.0,119321.84,9694.486666666666,3,5,19,4.0,21,16.0,8.85,1.0,149.44,34.330760777299254,18.25,344.57814529285287,135.926,740.452,1
3092,30.0,174179.64,14346.97,1,7,8,1.0,7,8.0,5.68,6.0,1355.93,43.96253778065749,29.083,123.42725726523172,407.339,1183.931,1
24680,23.0,8102.765,467.23041666666666,6,8,15,8.0,30,18.0,26.54,9.0,2750.88,28.57889723872388,10.167,29.49326117086453,44.213,263.017,1
52497,14.0,10041.885,945.82375,10,7,16,3.0,26,18.0,13.61,11.0,2128.94,27.068051358670377,17.25,19.123555506016235,43.374,292.084,0
32159,54.0,25609.04,2233.0866666666666,6,7,6,4.0,4,16.0,19.55,2.0,1121.06,31.17662154944716,18.667,74.36016970618577,63.538,345.411,1
40644,21.0,60983.72,5162.9766666666665,1,7,6,1.0,23,6.0,9.4,3.0,491.77,36.09691291511057,26.917,34.22826739889327,85.794,636.275,0
34395,25.0,66227.56,5699.963333333332,10,9,31,2.0,46,17.0,5.33,6.0,1854.23,29.006907901076552,15.917,77.13000491001006,146.56,586.306,0
64738,24.0,16956.72,1696.0600000000004,5,5,13,6.0,33,8.0,11.24,4.0,1906.14,29.935912411044068,6.583,78.22574077418977,142.993,228.387,1
28555,22.0,70383.0,6119.25,9,5,26,7.0,61,23.0,9.4,12.0,4440.34,36.574733249922254,13.333,254.7977968181452,213.329,433.798,1
29396,39.0,51031.6,4180.633333333333,4,6,16,3.0,13,11.0,10.54,1.0,1437.83,27.655321714988947,17.083,113.15964279594272,214.911,349.992,1
58605,46.0,21162434.0,2191.425,5,4,3,2.0,5,8.0,6.08,0.0,890.13,33.60591084930956,24.833,24.25052608109636,97.372,387.52,2
11717,25.0,78417.44,6772.786666666668,8,10,21,5.0,22,11.0,19.35,9.0,1656.54,29.01751362414321,17.25,213.9627850305792,84.72,618.595,0
2040,21.0,125508.36,10559.03,2,3,5,4.0,7,8.0,3.57,3.0,505.14,29.370995099919373,32.667,305.30283503273625,905.937,124.663,0
3533,38.0,20193.59,3093.745000000001,3,3,8,5.0,21,12.0,11.42,6.0,1109.22,41.33525116518656,12.5,68.09053966676876,76.517,285.473,1
62026,19.0,121698.48,9892.54,3,3,20,6.0,13,10.0,9.4,9.0,1203.86,40.77475986421915,7.75,559.5169090566362,145.226,524.511,1
10482,17.0,14646.96,1156.58,7,7,20,4.0,28,9.0,19.6,4.0,1461.76,39.53130228221158,16.833,46.00273231964941,51.877,287.779,1
4246,32.0,166907.72,13788.976666666667,5,5,11,4.0,10,14.0,0.52,4.0,929.9,24.59750916192857,17.667,509.35762404633215,921.692,217.848,1
33330,18.0,74380.96,6374.413333333334,4,6,27,4.0,9,8.0,16.51,7.0,1768.05,38.73006916865979,19.417,36805.0,136.944,537.415,0
22123,28.0,68552.32,5618.693333333334,7,8,31,7.0,45,18.0,27.16,13.0,4274.09,33.91297183254009,3.167,207.71025827372296,10000.0,443.256,0
53703,35.0,80661.32,6551.776666666668,5,4,30,4.0,5,15.0,9.58,5.0,1482.15,33.60816609228138,7.833,135.56247407463508,232.773,536.842,0
29187,16.0,48356.66,4233.721666666666,3,4,16,2.0,8,12.0,17.01,8.0,1323.42,24.88194180505701,16.0,45.44154274137288,541.199,126.731,1
29734,21.0,35793.61,2982.800833333333,7,6,18,1.0,21,13.0,12.06,8.0,720.19,29.70970158885106,21.417,28.212690435326863,154.696,375.372,1
36845,34.0,18760.69,1331.3908333333334,9,10,21,-100.0,49,28.0,7.96,6.0,1375.0,24.427047992710484,14.833,101.152228254925,79.068,242.919,0
62266,24.0,86255.8,7427.983333333334,4,6,1909,2.0,20,11.0,13.53,6.0,875.22,27.90036247341812,13.333,104.5345014510046,382.579,515.685,1
52911,32.0,106309.8,8410.875662626255,5,3,8,3.0,5,14.0,6.81,4.0,241.08,28.3614371723705,17.0,711.9017391502495,727.157,247.731,2
1144,31.0,16578.115,1426.5095833333337,3,5,15,2.0,10,16.0,13.29,2.0,1054.86,34.12223746326529,22.75,21.42597208431386,25.856,345.369,1
33072,32.0,178328.88,14771.74,4,3,7,0.0,4,8.0,9.4,4.0,708.22,40.541257377621946,16.083,0.0,149.966,1567.208,2
62025,19.0,121698.48,9892.54,3,3,20,6.0,13,13.0,16.67,6.0,1203.86,23.63830763399552,7.667,559.5169090566362,262.568,417.169,1
65794,30.0,77001.36,6561.78,7,4,34,5.0,9,15.0,21.8,11.0,2456.49,26.915146751866413,19.75,210.5768286144609,522.467,203.134,0
49851,24.0,38049.96,3132.83,7,8,28,8.0,40,20.0,2.07,7.0,3143.12,31.86710931769004,5.667,175.1553164754795,23.281,354.847,0
25109,20.0,38415.69,3288.307500000001,5,2,3,4.0,6,6.0,2.42,2.0,565.02,36.9508077682754,18.25,117.84030312185092,126.145,344.846,2
56677,27.0,48819.34,3093.745000000001,5,4,14,3.0,25,14.0,11.28,5.0,535.3,26.067382186611223,7.833,68.30643798263449,34.077,555.744,1
47581,46.0,8816.71,768.9763681816107,10,5,22,7.0,28,16.0,12.66,14.0,1709.48,37.35265851569441,15.0,83.93550476683569,49.5,290.386,1
9483,23.0,102412.35,8290.3625,5,6,8,0.0,25,14.0,11.13,1.0,719.06,37.02625392333421,18.667,0.0,96.197,972.84,1
44897,26.0,40031.94,3473.995000000001,7,6,20,6.0,27,9.0,19.06,8.0,328.83,26.13374519490224,18.25,180.63478287370503,109.096,317.669,1
62347,18.0,44143.08,3912.59,6,7,19,1.0,25,17.0,9.4,6.0,547.3,30.42945649981232,16.833,29.10560448639325,214.999,407.155,1
60889,23.0,108142.14,9280.845,1,2,1,1.0,14,6.0,14.55,3.0,261.59,43.23016415840122,24.333,48.51475767394586,162.541,957.029,1
65453,16.0,59843.07,4979.9225,6,6,32,8.0,27,19.0,16.71,9.0,2597.91,31.48407736109608,1.833,373.64803574226914,218.191,196.153,0
2506,16.0,10352.745,861.7287500000001,3,5,6,7.0,27,17.0,15.99,6.0,343.41,35.994824336654354,5.25,36.62937697922437,102.841,236.702,1
7270,17.0,49250.73,4131.2275,9,7,21,6.0,59,19.0,5.4,15.0,2231.92,26.94574663522961,11.833,206.5019194017257,95.437,361.184,0
39297,14.0,23445.47,1870.789166666667,4,5,18,6.0,8,16.0,7.77,5.0,1455.88,28.305875131827435,15.5,109.79214009301548,222.813,144.474,1
28875,40.0,30509.4,2321.4500000000007,5,7,8,4.0,4,14.0,10.95,6.0,1496.06,31.785101408042497,20.083,66.36791773064007,266.046,189.731,2
70116,47.0,21177.51,1527.7924999999998,6,4,8,4.0,27,12.0,4.62,3.0,915.11,34.86554540938304,22.25,61.32687001749167,194.96,186.492,1
48167,38.0,55071.72,3093.745000000001,6,3,20,4.0,6,14.0,0.69,4.0,224.35,26.171659435851307,28.833,157.69143055491742,120.902,433.838,1
11467,20.0,54695.22,4754.935,10,8,24,7.0,51,16.0,8.88,13.0,2667.13,34.00139405001822,17.0,199.87202414608043,57.324,468.298,0
56089,19.0,26922.65,2343.554166666667,4,7,17,3.0,26,19.0,7.54,2.0,1179.89,34.72767708590396,20.25,58.959535606094185,298.129,167.267,1
33755,45.0,8087.76,844.98,8,9,23,3.0,43,18.0,9.46,11.0,1810.49,23.55016238321788,17.667,14.36421192749383,88.791,271.343,0
5563,23.0,58942.6,5168.883333333333,9,6,18,6.0,58,21.0,0.52,12.0,2517.0,24.18366187730737,15.5,187.70354492842685,426.955,192.23,0
15306,35.0,60830.92,5044.243333333333,0,1,11,4.0,14,6.0,7.41,0.0,133.63,39.47511232122881,23.417,159.79934699914432,135.926,448.315,2
58018,43.0,16750.82,1252.9016666666666,6,7,25,5.0,33,17.0,29.46,9.0,2765.09,23.685837598014785,9.833,36.876502807545634,127.871,250.543,1
11725,36.0,9394.66,593.8883333333333,7,6,34,6.0,24,14.0,-1.42,10.0,1686.78,30.96436016811517,6.833,33.21948646000168,58.11,248.06,0
33111,34.0,9871.225,3093.745000000001,10,5,26,7.0,32,27.0,26.03,15.0,3599.34,27.83936351360867,8.417,123.05072089804916,26.91,269.627,2
54800,51.0,36868.13,3061.3441666666663,6,4,3,0.0,34,20.0,6.88,4.0,1360.71,26.47881359852941,25.667,0.0,83.516,472.618,2
38117,55.0,14664.91,1054.075833333333,5,4,5,1.0,24,11.0,6.75,4.0,192.25,27.73766774602918,31.0,10.421803798369153,21.044,313.942,1
17281,22.0,71903.26,5739.938333333333,8,4,13,5.0,22,11.0,2.38,6.0,541.54,32.62643489634239,18.25,166.45605558742346,532.67,154.868,1
63252,20.0,36178.94,2737.911666666667,5,7,7,2.0,28,14.0,16.9,12.0,1562.82,31.32998677256685,15.667,44.33900647409711,83.215,406.237,2
9870,33.0,9211.98,3093.745000000001,7,6,23,7.0,13,17.0,1.11,9.0,1881.18,27.28380109196137,18.25,27.28395086093755,10000.0,283.712,0
9862,41.0,21302.97,1799.2475000000004,8,3,15,3.0,21,20.0,12.52,4.0,481.28,38.71248560464539,32.75,48.939246188939286,182.338,228.647,1
48594,49.0,31653.01,2478.750833333333,2,6,9,2.0,5,14.0,9.2,6.0,1250.9,30.35146413082272,23.833,27.111028823126933,55.138,405.626,0
36920,15.0,53611.71,4733.6425,6,5,8,3.0,1,14.0,18.82,4.0,1458.84,30.17361592625999,7.167,87.35712883849558,182.226,483.781,1
4380,17.0,10119.76,1067.3133333333335,10,6,31,4.0,53,23.0,7.16,11.0,1388.38,38.44366424180094,15.417,18.93990492253925,15.072,322.719,0
47614,33.0,76448.44,6134.703333333334,6,5,17,3.0,23,8.0,9.37,6.0,2063.55,32.34036987441467,18.25,141.2967146864392,311.441,440.733,0
7613,27.0,25795.97,1932.664166666667,3,5,10,2.0,13,13.0,11.66,1.0,642.22,36.2893485599335,24.5,35.92761913091166,72.89,344.449,1
68965,41.0,131091.12,10855.26,0,5,12,0.0,13,0.0,9.41,3.0,367.77,42.16710535335217,21.083,0.0,420.297,925.229,2
69410,16.0,35075.0,3032.916666666666,6,3,9,5.0,3,11.0,7.63,7.0,1435.83,27.317825556195803,18.25,144.3830351871895,49.334,349.575,1
16775,42.0,17455.005,3093.745000000001,1,3,4,2.0,7,3.0,11.04,1.0,532.1,32.81029380403241,15.917,24.61353407256388,37.7,352.845,0
6353,51.0,84031.02,7021.585,5,3,1,0.0,7,14.0,4.48,2.0,1325.84,37.88549559783426,25.5,0.0,84.683,857.476,2
27270,26.0,15891.115,1145.5939672241718,0,4,5,3.0,7,7.0,10.6,4.0,494.48,28.9878971848781,24.333,70219.0,28.025,305.293,2
52946,25.0,68984.84,5806.736666666668,8,7,9,3.0,8,10.0,8.28,8.0,1112.47,39.92824741964408,8.833,166.33459833245556,143.981,520.358,1
65672,43.0,53084.07,4525.6725,10,9,23,8.0,31,25.0,15.3,7.0,2904.16,31.33208107117921,2.083,228.68713291702,150.706,323.174,1
1797,44.0,8681.77,647.4808333333334,6,9,23,7.0,47,24.0,12.6,17.0,2216.25,30.137393624821453,14.75,28.44218887394765,58.544,257.762,1
44320,30.0,59018.58,4694.215,6,5,22,8.0,58,21.0,22.98,7.0,2700.12,27.90075930959792,5.667,198.5816582944247,318.735,212.105,1
6080,49.0,97515.78,8066.315,5,7,16,0.0,6,6.0,9.15,3.0,154.94,35.44794427333957,32.833,0.0,113.604,943.028,1
19517,36.0,31892.18,2932.681666666667,5,3,20,2.0,21,18.0,4.14,5.0,507.01,25.39485842033223,32.25,38.14402700101223,180.071,345.053,1
47473,20.0,16038.68,1538.5566666666666,3,4,15,0.0,9,14.0,11.12,4.0,984.67,40.13377630193156,18.5,0.0,172.724,271.131,1
9353,47.0,26340.1,2476.008333333333,4,5,5651,3.0,13,13.0,1.63,0.0,221.86,28.69089292474089,17.417,62.080928684690456,90.928,364.592,1
66779,26.0,64845.8,5574.816666666668,5,6,12,2.0,15,11.0,7.13,6.0,528.95,30.553912195511497,6.0,75.91347210013355,133.972,597.596,1
43740,52.0,43249.78,3538.148333333333,5,5,5,3.0,8,2.0,11.43,5.0,1475.99,29.13494234192419,32.167,97.25829537419808,456.922,89.635,0
29838,33.0,33755.94,3093.745000000001,6,10,22,8.0,47,18.0,9.4,14.0,4503.42,37.24761201936919,18.25,179.9685952067299,40.129,296.501,1
44187,15.0,14581.315,1073.1095833333334,8,4,10,6.0,13,17.0,7.67,8.0,471.0,27.22090283999888,11.083,61.62907953515175,73.426,262.256,1
42446,35.0,19294.46,1392.871666666667,10,5,22,8.0,45,20.0,2.06,9.0,2233.25,38.89316596752805,19.333,86.26888578572189,132.656,210.362,0
67365,23.0,27138.97,2453.580833333333,6,4,8,4.0,7,22.0,8.01,5.0,1190.67,35.43350696847706,7.75,70.7818078817244,23.767,390.809,2
43387,49.0,56609.58,4726.465,8,3,10,2.0,23,13.0,10.59,0.0,548.32,25.566375052432605,18.25,73.93347450006742,396.448,282.265,2
56103,18.0,28356.18,2425.015,10,9,31,7.0,36,23.0,16.0,12.0,4157.2,34.06293956192462,5.5,140.69844312173998,29.147,312.656,1
11196,36.0,22410.53,2071.5441666666666,7,5,14,2.0,7,19.0,11.51,5.0,33.85,25.36714862132915,18.25,31.839414299400783,82.191,383.124,1
68371,20.0,10355.675,3093.745000000001,7,8,16,5.0,44,24.0,9.18,12.0,1794.66,30.283078874818568,19.667,25.70280854241388,64.965,289.53,0
59251,52.0,35532.88,2874.0733333333333,8,6,11,2.0,29,15.0,9.21,1.0,448.66,24.965323432493363,18.25,31.82129943970088,103.44,412.146,2
32496,40.0,13351.83,1256.6525,6,3,13,2.0,17,15.0,13.48,1.0,303.84,29.28470036131012,22.833,13.913944014294458,34.587,357.165,1
67748,35.0,80132.13,6829.677500000002,4,4,8,0.0,21,14.0,6.81,1.0,1128.73,32.99587116782835,18.25,0.0,346.488,626.48,1
22251,37.0,97420.86,3093.745000000001,6,7,20,4.0,22,15.0,1.08,3.0,619.58,36.13548721228796,28.333,179.02114630812974,152.072,702.747,1
19514,36.0,31892.18,2932.681666666667,5,3,20,2.0,16,21.0,-2.86,5.0,507.01,26.93014614674473,32.0,38.14402700101223,297.974,247.151,1
3907,44.0,51552.6,4413.05,6,4,18,3.0,11,13.0,14.86,6.0,1710.66,39.57073502336757,18.25,119.8552501084587,154.053,417.396,1
44354,32.0,56978.79,3093.745000000001,10,6,30,6.0,31,21.0,10.62,8.0,1319.37,28.32408029471735,18.25,251.7241858699844,174.38,298.119,0
48045,24.0,69740.96,5926.746666666668,5,1,4169,2.0,3,2.0,10.24,0.0,894.04,31.82560791191677,19.667,78.45405613629792,551.105,233.116,2
65305,38.0,79050.88,6676.573333333334,6,8,21,7.0,25,22.0,8.15,11.0,1570.89,40.16376875705996,12.917,331.7693104808956,149.273,426.615,0
36344,32.0,110347.2,9184.6,5,3,8,1.0,5,2.0,3.23,0.0,438.55,28.799063002102827,23.25,62.73363984982294,119.072,976.654,1
35681,54.0,85038.87,3093.745000000001,0,2,6,3.0,6,8.0,3.86,2.0,995.2,37.65426076677159,22.833,154.410247528185,200.473,578.774,2
22620,34.0,17078.485,1256.2070833333337,3,7,10,2.0,3,12.0,9.01,1.0,1048.53,30.494153793683296,24.0,22.18158194710025,128.97,264.47,0
12005,39.0,119312.08,9538.088083723986,5,5,17,4.0,29,14.0,2.27,1.0,1200.53,22.277042538804263,19.083,800.007565058174,10000.0,50.457,2
67361,23.0,27138.97,2453.580833333333,6,4,8,4.0,7,23.0,8.01,5.0,1190.67,30.40086404121281,18.25,70.7818078817244,202.815,241.761,1
63504,53.0,72301.62,6100.134999999998,4,3,18,3.0,13,17.0,15.87,2.0,819.37,25.954716011195607,18.25,98.9802891989182,40.239,710.794,1
23968,21.0,15150.72,1336.56,7,5,14,6.0,16,19.0,7.58,4.0,1672.2,36.61764283008966,5.417,61.45405495327475,121.41,240.792,0
55362,27.0,85653.96,7211.830000000001,8,6,12,4.0,7,18.0,9.04,1.0,883.74,25.81487442452823,20.25,229.08597201647217,509.984,262.114,1
